"route","county","post_mile","leg","direction","station","description","year","integer_hour","median_count","avg_count","sd_count","days_observed"
"004","SJ",19.75,"A","E",160,"SOUTH JCT. RTE. 99","2008",21,85,95.4705882352941,28.5309429546651,17
"004","SJ",19.75,"A","E",160,"SOUTH JCT. RTE. 99","2008",22,71,69,18.8348082018374,17
"004","SJ",19.75,"A","E",160,"SOUTH JCT. RTE. 99","2008",23,40,46.4705882352941,16.6512673956775,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",0,24,39.5294117647059,28.6860542055256,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",1,12,26.7647058823529,24.5650397205172,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",2,7,16,14.8492424049175,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",3,5,20.6470588235294,22.544237557718,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",4,7,18.1764705882353,19.0664472769498,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",5,7,34.2352941176471,36.4923440802395,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",6,19,93.8823529411765,104.719197352337,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",7,29,129.470588235294,137.829204836574,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",8,67,113.647058823529,90.2004304150419,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",9,115,127.411764705882,66.869330435867,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",10,120,123,43.1132230295996,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",11,131,134.764705882353,50.8214145461398,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",12,160,166.647058823529,33.9888606319603,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",13,172,176.352941176471,30.6082937626197,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",14,183,183.823529411765,25.872850862723,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",15,183,195,38.9326341261415,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",16,188,204.588235294118,73.5119538098477,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",17,197,239.117647058824,74.3840392430906,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",18,200,223.823529411765,67.1921082550972,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",19,171,163.647058823529,27.0553626303331,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",20,106,131.294117647059,53.729373607323,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",21,78,103.705882352941,54.2721898234749,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",22,52,76.8823529411765,55.433386096446,17
"004","SJ",19.75,"A","W",160,"SOUTH JCT. RTE. 99","2008",23,39,55.7647058823529,35.0134427965973,17
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",0,22,29.2083333333333,25.2000330687614,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",1,9,11.6521739130435,6.58930742430612,23
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",2,5,5.625,3.26792714516205,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",3,5,5.41666666666667,3.18852107828483,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",4,9.5,8.66666666666667,4.56514837767021,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",5,20.5,18.9583333333333,10.8566916518426,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",6,64,63.8333333333333,50.051857166314,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",7,112,151.208333333333,141.13791564241,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",8,105.5,179.333333333333,189.444190856504,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",9,100,132.583333333333,95.0043095895113,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",10,96.5,96.2916666666667,13.2385444052968,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",11,97,99.0416666666667,13.7096575502427,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",12,103.5,104.541666666667,17.4803720154092,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",13,109,110.583333333333,26.3173222284366,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",14,122,123.083333333333,26.1399522082439,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",15,119.5,126.958333333333,31.1496795526356,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",16,141,145.260869565217,18.7476480738357,23
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",17,169,177,27.66727780013,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",18,185.5,187.041666666667,26.5910726547,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",19,135.5,146.083333333333,41.5241330215142,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",20,91,97.4583333333333,35.4425182718338,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",21,70,80.4166666666667,30.7569951982177,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",22,59,62.9166666666667,26.7677883425886,24
"004","SJ",33.08,"A","E",48,"ESCALON-BELLOTA RD","2008",23,38.5,46.375,30.8500052850394,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",0,12,13.7083333333333,5.86425551571751,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",1,7,7.29166666666667,4.05911927335996,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",2,5,5.20833333333333,3.12046772785423,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",3,6,6.375,3.24120884587968,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",4,13,13.1666666666667,6.62450435663035,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",5,33,28.9166666666667,12.8669332404615,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",6,64,55.5,19.2511998496762,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",7,130,115.958333333333,38.8312728818306,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",8,157.5,155.75,14.1336785574463,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",9,127,138.041666666667,26.1342340313581,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",10,123.5,126.041666666667,11.1607977222554,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",11,127,125.291666666667,12.9831970560837,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",12,117,117.416666666667,12.8567920357014,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",13,118.5,120.625,17.5940021894815,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",14,110.5,113.708333333333,17.6302091695566,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",15,119.5,119.125,17.5209501926172,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",16,133.5,131.916666666667,19.1808706033238,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",17,161,155.916666666667,24.4645558462365,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",18,128.5,134,24.5728729894679,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",19,94,96.25,16.4349838957078,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",20,64,62.7916666666667,10.2022127466318,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",21,37,36.3333333333333,9.19672279374167,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",22,26,26.1666666666667,7.30495166586198,24
"004","SJ",33.08,"A","W",48,"ESCALON-BELLOTA RD","2008",23,20,19.7916666666667,4.2424271833229,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",0,18,19.7826086956522,7.89105662782604,23
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",1,8,10.7083333333333,5.57540535993001,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",2,5,5.29166666666667,3.22327360824724,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",3,3.5,3.75,1.893926218663,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",4,8.5,8.16666666666667,4.54606056566195,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",5,21.5,18.2916666666667,10.5479409351311,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",6,53.5,42.3333333333333,21.1879101430954,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",7,91.5,80.4166666666667,25.8320944069442,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",8,100,99.75,10.9633777721062,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",9,99,98.3333333333333,12.7643071191461,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",10,95,92.75,13.5365848881755,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",11,94,96.5833333333333,10.9699854015466,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",12,100.5,100,14.6376524608701,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",13,106,108.291666666667,22.810141083121,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",14,109,115.375,23.4071941746642,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",15,119.5,123.583333333333,23.5000770889886,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",16,136,135.608695652174,17.6551283572862,23
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",17,156,158.916666666667,23.0083475715014,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",18,158,162.125,25.3056317842491,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",19,119.5,125.625,36.0757807472235,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",20,79.5,86.375,31.7993881538076,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",21,58,67.3333333333333,26.5406442480481,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",22,44.5,53.2083333333333,24.0325488826529,24
"004","SJ",33.08,"B","E",352,"ESCALON-BELLOTA RD","2008",23,30.5,38.8333333333333,25.6780513053576,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",0,11,13.3333333333333,5.40262952617533,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",1,7,7.58333333333333,3.62259415416592,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",2,6,6.375,2.76330772177429,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",3,7,7.5,3.48911350395459,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",4,11,11.9583333333333,4.94736791388738,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",5,28.5,25.4583333333333,10.8906787693867,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",6,53,49.5416666666667,18.2518115042975,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",7,118.5,104.208333333333,37.9060384849589,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",8,150.5,155.291666666667,25.0590245250075,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",9,132.5,145.5,31.2743817927987,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",10,118.5,119.125,11.0583924454805,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",11,114.5,113.333333333333,12.7165303808679,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",12,110,108.791666666667,13.3546252097449,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",13,105.5,107.541666666667,16.7123468199976,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",14,104.5,109.458333333333,14.6850387237774,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",15,118,115.875,14.9878574040861,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",16,126,124.291666666667,16.1661997542018,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",17,138,139.25,18.6436840919851,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",18,103.5,114.458333333333,25.5597835716949,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",19,89.5,88.8333333333333,14.9016096786385,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",20,62,60.6666666666667,10.5610715310549,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",21,37.5,37.25,8.22641556472066,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",22,26,25.2083333333333,5.71785279451213,24
"004","SJ",33.08,"B","W",352,"ESCALON-BELLOTA RD","2008",23,21,20.625,5.43589119128393,24
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",0,264,286.94,85.0554225076755,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",1,170.5,172.84,35.9326808215085,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",2,151,150.34,30.5397766721316,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",3,150.5,149.58,23.6695705797247,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",4,169,175.84,25.0968410078127,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",5,240,242.5,29.9382016555328,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",6,338,333.3,35.324877052518,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",7,401,397.76,31.7197936015109,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",8,440.5,439.98,32.3718761789758,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",9,460.5,464.04,32.4867068575591,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",10,485.5,487.28,38.1410058405729,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",11,532,530.14,43.1787977070758,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",12,549.5,540.96,43.6268780661179,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",13,542.5,545.48,52.5843307149068,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",14,602,594.74,58.9859236061746,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",15,670,678.183673469388,73.4624829049347,49
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",16,764.5,773.28,85.7454800379517,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",17,746,759.88,84.5872668566949,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",18,666,685.64,102.774323800515,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",19,548,543.88,86.993464450744,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",20,447.5,437.38,67.8545533340487,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",21,371.5,360.8,62.7697444341343,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",22,296,302.72,58.8918205747814,50
"005","SJ",6.467,"A","N",82,"JCT. RTE. 33 SOUTH","2009",23,253,253.96,41.7743989563377,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",0,168.5,162.8,38.3048992443845,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",1,106,108.2,24.5406784331482,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",2,90,94.78,23.1342929480043,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",3,94,93.22,22.7158939233017,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",4,122,134.4,46.0904169064703,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",5,249,250.88,45.7832693797859,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",6,367.5,366.24,57.3821987614092,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",7,472,472.58,66.1698772332337,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",8,486.5,491.52,67.4573909355879,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",9,525.5,530.08,74.8933500222217,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",10,591,592.08,68.901242546777,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",11,628.5,638.36,85.2163537049991,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",12,644,643.68,90.3531484153786,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",13,627,629.02,84.7171741256561,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",14,635,641.44,83.5745200893386,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",15,638,640.265306122449,90.9972013100321,49
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",16,650,643.26,101.302096196858,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",17,613.5,626.84,104.870057593156,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",18,531.5,531.9,100.008826141108,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",19,427.5,416.84,81.5183364874031,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",20,348.5,351.2,83.371555860081,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",21,293,295.3,60.1084903507391,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",22,247,254.88,54.063318886095,50
"005","SJ",6.467,"A","S",82,"JCT. RTE. 33 SOUTH","2009",23,222.5,210.26,45.2457281781092,50
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",0,1153.5,1201.5,416.263218008349,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",1,802,737.75,257.231024567411,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",2,530,513,171.67643985125,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",3,399.5,396.875,130.234596018109,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",4,433.5,410.1875,139.034872723836,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",5,510,549.0625,199.873116001127,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",6,798.5,946.5,417.203387650037,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",7,1567,1670.9375,603.661656752633,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",8,2431.5,2588.5,915.425802564031,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",9,3596,3365.5,907.701566228313,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",10,3534,3222.75,894.878129505167,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",11,3015.5,3078.6875,143.698628501922,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",12,3081.5,3124.25,220.495049075181,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",13,3305.5,3358.875,192.113117719743,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",14,3354,3434.4375,293.901110069356,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",15,3659.5,3733.375,472.085426591417,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",16,4382.5,4594.75,437.940863587768,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",17,5114.5,5179.375,233.325487963346,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",18,5484.5,5452.5625,201.516572933014,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",19,5285,4709.9375,840.117489303332,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",20,3435,3246.9375,473.548796324096,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",21,2387,2406,372.875850652734,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",22,1907.5,1977.375,413.477589074265,16
"005","SJ",28.533,"A","N",55,"COUNTRY CLUB BOULEVARD","2008",23,1523,1569.5625,462.774814749751,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",0,249.5,248.375,84.5307636307634,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",1,120,116.5625,45.2857133468529,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",2,70.5,66.3125,25.751941674367,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",3,48,48.25,17.8904071129381,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",4,64.5,91.3125,55.3554800057471,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",5,166,232.0625,134.627619132678,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",6,428.5,564.75,300.204485864774,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",7,1000.5,1149.25,446.921096690083,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",8,1730.5,1815.625,595.527763136755,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",9,2363.5,2071.75,625.525219315736,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",10,1728.5,1493.5625,474.657767063105,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",11,1164,1182.3125,132.410834778226,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",12,1093,1135.9375,174.472335438411,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",13,1209.5,1252.625,169.041562936457,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",14,1362.5,1404.9375,159.5474720368,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",15,1501.5,1530.375,218.805811927685,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",16,1651.5,1653.4375,207.019473721677,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",17,1666.5,1706.8125,119.625091431522,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",18,1676.5,1694.125,103.988380761186,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",19,1596.5,1501,254.153496926562,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",20,1084,1071.1875,259.326362909751,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",21,644.5,715.0625,261.987905255185,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",22,514.5,548.125,129.018280358508,16
"005","SJ",28.533,"A","S",55,"COUNTRY CLUB BOULEVARD","2008",23,418.5,415.0625,123.858773743863,16
"005","SJ",32.664,"B","N",159,"STOCKTON, HAMMER LANE","2008",0,747,778.4375,249.199777621624,16
"005","SJ",32.664,"B","N",159,"STOCKTON, HAMMER LANE","2008",1,485.5,468.5625,152.738106465501,16
"005","SJ",32.664,"B","N",159,"STOCKTON, HAMMER LANE","2008",2,353,360.75,120.796523128772,16
"005","SJ",32.664,"B","N",159,"STOCKTON, HAMMER LANE","2008",3,352.5,359.3125,125.377679432984,16
"005","SJ",32.664,"B","N",159,"STOCKTON, HAMMER LANE","2008",4,447,475.0625,179.109452104944,16
"005","SJ",32.664,"B","N",159,"STOCKTON, HAMMER LANE","2008",5,772,853.4375,387.427407178859,16
